device_make	device_model	_col2
MEMOREX	MTAB_PRO_2600	52
DIGMA_PRO	HIT 18 HS1011PL	540
Blackview	BV9100	57
samsung	SM-J710GN	89
LENOVO	Lenovo TB-8705X	97
ZTE	ZTE Blade A51 Lite	64
iData	K3S	15
onn	100026191	78
Premier Code (PRIVATE) LIMITED	DS-CL2	15
HUAWEI	DBY2-W09	50
alps	T10-LTE	34
ZTE	ZTE A2322G	25
samsung	SM-G925W8	24
TECNO MOBILE LIMITED	TECNO CE7	70
Deejoy	GPND133	19
RAVOZ	RAVOZ Z3 Pro	13
SKY Devices	SKY PAD8Pro	54
incar	OT680	7
LAVA	LH9910	12
BLU	G91 Pro	3
Surfans	K7S	10
Opad14	Opad14	3
Symphony	G27 Lite	4
LENOVO	Lenovo TB-X304F	1
Kodak	DG8JCTBPR	1
rockchip	Dany  AX-100	1
XGODY	Mate 70	2
incar	MX3	2
samsung	SM-T220	117806
samsung	SM-A805F	2717
SHARP	A002SH	94
samsung	SM-S926B	18818
samsung	SM-A566E	10367
Xiaomi	M2003J15SC	50508
BOE	100146663	656
Xiaomi	Redmi 7	4779
Xiaomi	2404ARN45A	20293
OnePlus	CPH2585	7715
TECNO	TECNO KI5m	14953
vivo	V2140	3787
samsung	SC-42A	219
HUAWEI	PPA-LX1	619
samsung	SM-T978U	763
OnePlus	EB2103	1299
Amazon	KFTRPWI	1939
Vortex	J24	499
vivo	vivo 1818	2893
HONOR	PTP-N49	954
vivo	vivo 1910	475
samsung	SM-M166S	36
OPPO	CPH1917	843
Symphony	innova30	369
DREAMTECH	VOLTA X	235
motorola	moto g(6) play	392
HUAWEI	NAM-LX9	691
SSH Telecom SMC (Pvt.) Ltd	NEW 12	168
OUKITEL	OT11	375
SHARP	SH-M29	275
UNISOC	P14	305
reeder	S19 Max Pro S 108 MP	491
TCL	A1 Alpha 21	16
Xiaomi	24069RA21C	69
Pad 7 PRO	Pad 7 PRO	37
vivo	V2353A	82
ZMX	P50Pro	169
Rebecco	K70_EEA	11
Zebra Technologies	TC57	6
along	ALFA_8MRC	5
Relndoo	P60	77
Mobicel	F52	8
BLU	G9	19
LENOVO	Lenovo TB-8704F	38
LENOVO	Lenovo PB-6505M	56
samsung	SM-T715Y	14
incar	Q11-EEA	35
TCL	T432J	9
iHunt	Titan P8000 Ultra Carbon	27
meizu	MEIZU 18s Pro	22
alps	Oilsky M501	4
wheatek	WP35 Pro	6
ZY	S30-pro	2
samsung	SM-F900U	2
XPad Air 6	XPad Air 6	6
Allwinner	G16	2
samsung	SM-G973N	1463
samsung	SM-A135U	2545
realme	RMX3636	13206
positivo	Twist Tab +	357
vivo	V2420	34448
samsung	SM-A202F	7546
samsung	SM-N950U	2898
LAVA	LZG410	261
realme	RMX3360	1603
OSCAL	Pad 18	309
realme	RMX5004	749
OUKITEL	OT8	217
vivo	V2439	2185
itel	itel A571L	216
NUU	S6707X	38
TCL	T431A	217
BMAX	I11_EEA	30
FCNT	F-41B	149
FYD	IM-H091	92
OPPO	PKD130	374
incar	ZB10S	270
realme	RMX3366	10
CIDEA	CM815	106
OSCAL	Pad 15	222
samsung	SM-T638U	23
ZTE	5G UG Phone U25	251
Blackview	Tab 5	287
asus	ASUS_AI2202	153
DEXP	H28	353
Reeder	S19 Max 2/128GB	154
Xiaomi	M2101K9R	183
LGE	LM-X320	43
YUHO	YUHO_Y1_StarS	5
M102	M102	88
fezawio	F10_EEA	19
Ayat	Ayat_101	9
KOOTIGERS	Tab_8_SE	6
MAJESTIC	TAB_912_PRO_4G	5
Blackview	N6000	22
Skyth	J10_EEA	63
ADVAN	ADVANNASAPro	12
deejoy	TWIFI-07	3
LAVA	LAVA LZG403 25	51
Blackview	SHARK 9	23
WIKO	W-K211-OPE	2
Veidoo	VEIDOO_T70_PLUS	7
mPTech	myphone N23 5G	3
YosaToo	KIDS711	7
samsung	SM-N9200	1
HUAWEI	JKM-AL00b	2
IRIS_OHYAMA	TM153	1
D-Tech	D5S	2
TECNO MOBILE LIMITED	TECNO KC6	1
samsung	SM-S918B	60082
OnePlus	OPD2305	2237
motorola	moto g24 power	14867
BLU	G63	1171
HONOR	TFY-LX2	8848
samsung	SM-S711U	18470
HUAWEI	FOA-LX9	3101
samsung	SM-A166U1	3580
SHARP	A004SH	508
F-Plus	R570E	1182
samsung	SM-A166E	2166
realme	RMX3840	7491
HUAWEI	LLD-AL20	508
JOYAR	100071485	605
samsung	SM-M558B	538
SHARP	SH-M11	1
samsung	SM-G950W	1190
samsung	SM-A035G	2128
Xiaomi	23013PC75G	1536
asus	ASUS_AI2302	438
Teclast	T45HD	268
Blackview	Tab 7	140
ZTE	ZTE Blade A33+	485
samsung	SM-A115W	70
Pad i14 Pro	Pad i14 Pro	8
Vocal	VOCAL V0	48
SUNTAK	MOX_2	4
samsung	SM-J530F	863
DEXP	K38	113
HUAWEI	ART-L28	10
HUAWEI	OCE-AL50	52
LAVA	LXX511	218
Sky_Devices	Elite Octa	28
KENSHI	Armor P1s	66
incar	QuartzPRO	330
true	S1A	50
HONOR	ELI-AN00	43
uLesson	uLesson_Education_Tab	83
alps	PRO12-A	6
vivo	PA2353	2
HUAWEI	HLK-AL00	39
alps	FSPLACE	9
ZCS	Z92	25
PcblePC	X95	47
skythtek	Y83	22
Wpawa	HT10-A	31
SKYEGG	K11_US	20
acer	ATAB1123E	13
Lanix	RX10v9	5
Andersson	TBX10	3
VORTEX	VORTEX CM62	1
i15 Pro Max	i15 Pro Max	4
HONOR	AMG-AN00	13
PadA5	PadA5	6
Lenovo	701LV	2
Sony	E6833	2
PHILIPS	S510J_Std	1
samsung	SM-S711B	39332
samsung	SM-G988U	3758
OnePlus	CPH2493	2210
motorola	moto g(20)	40962
LENOVO	Lenovo TB-X306V	612
HONOR	WOD-LX2	4894
samsung	SM-A236E	13728
vivo	V2322	7389
samsung	SM-S111DL	754
JOYAR	100071486	280
Skyth	ZQ64	181
Multilaser	M10_WIFI	163
Xiaomi	22101320I	2344
Zebra Technologies	TC53	28
motorola	motorola edge 30 ultra	1542
TCL	6025A	50
KYOCERA	KYG01	157
Yulong	3917JR	135
realme	RMX3571	673
Deejoy	Tablet10_X-View	123
ZUUM	AKUS_TAB	34
CWOWDEFU	P16	1
LGE	LG-M250	281
Ulefone	Note_10	876
Blackview	A52 Pro	1329
OPPO	CPH2697	1057
incar	T50	202
motorola	moto x4	178
along	A23	34
incar	G3_EEA	5
CALME	4G STAR	41
samsung	SAMSUNG-SM-G920AZ	3
KYOCERA	KYV44	61
hena	M15QF6AR	21
Sony	XQ-BQ52	144
TablePC	X95	75
rockchip	PX30	18
OUKITEL	WP7	10
PRITOM	M10_C03_EEA	1
CTX	X100S Pro	1
Xiaomi	MI 9T	11
motorola	XT2175-2	2
TCL	5102K	25
Sony	XQ-AS42	17
Oangcc	SmartX_X21pro	18
SPA Condor Electronics	Allure A8 Pro	6
alps	G16_mini	4
HUAWEI	MYA-L22	3
samsung	SM-A710L	5
Android Phone	Android Phone	4
FEONAL	D115_EEA	1
Hena	RAKR30824	4
FOLG	S30	2
Google	Pixel 10 Pro	1
YHKJ	i14	1
BLU	G72 MAX	2
TDTech	TDT-MA01	1
Fortune Ship	iKU X3	1
Xiaomi	23030RAC7Y	16371
samsung	SM-A156U	41773
samsung	SM-A505G	5122
samsung	SM-M526B	7401
samsung	SM-S146VL	10219
realme	RMX3630	26298
samsung	SM-A156E	33516
OnePlus	CPH2619	10374
vivo	V2303	19496
vivo	V2436	1704
samsung	SM-A705GM	1238
samsung	SM-A536B	33848
OPPO	CPH2521	889
samsung	SM-M166P	1008
SUAAT	S6_US	211
Xiaomi	2201116PI	2143
samsung	SM-A102U	428
Teclast	T60Ai_ROW	175
vivo	V2144	926
HUAWEI	BLK-LX9	1167
vivo	V2069	1625
INFINIX MOBILITY LIMITED	Infinix X660B	75
JOYAR	100044018G	545
YTX	S12-A	6
LGE	LM-Q520N	99
samsung	SM-G920I	41
TECNO	TECNO LE6j	18
ODYS	SPACE_ONE_10SE	14
Ulefone	Armor X9	101
DMOAO	D6_US	28
OSCAL	Pad 90	87
General Mobile	e-tab 20	1031
Hisense	Hisense V40s	137
acer	ATAB1024E	171
SKY	SKY PAD10Max	61
LENOVO	Lenovo TB-J607F	265
TCL	T702D	478
Teclast	T40HD	436
Tab S10 Ultra	Tab S10 Ultra	1
ZTE	Z982	9
samsung	SCG22	22
Essential Products	PH-1	50
Welcome	Phone	60
TOSCIDO	T28-EEA	63
Maze_Speed	SSB8T323	8
vivo	V2219A	11
samsung	SM-T827	15
OUKITEL	C23 Pro	33
hena	M17QF6-3Gplus	10
incar	C3	25
Welcome	H50	3
Karbonn	Karbonn X21	20
OUKITEL	OUKITEL C1	42
G-Tab	F8	14
mPTech	Hammer_Blade_4	13
ACE France	BUZZ 4Lite	39
redbeat	E3	3
HMD Global	Nokia C1	5
FASTWD	L30-EEA	3
alps	16_Pro	2
Trident	A55	3
Tab 15	Tab 15	6
realme	RMX3850	4
ugee	UT2	3
asus	ASUS_I004D	3
vivo	V1928A	1
Oangcc	Smile10Pro	3
Ulefone	Note 6T	2
CUBOT	A20	235
INFINIX	Infinix X6711	4693
realme	RMX3661	2773
samsung	SM-A166P	29333
Xiaomi	M2012K11AI	2020
vivo	V2026_21	522
Coosea	SN339D-SMT	1502
HUAWEI	MAR-LX2J	1510
INONE	AE9120	261
Xiaomi	22011119TI	760
Xiaomi	22041219PI	2849
onn	100003562	634
DOOGEE	T30 Max	64
samsung	SM-G960N	402
Aspera Mobile	AS-10	101
TECNO	TECNO CK9n	1021
HUAWEI	BND-AL10	153
realme	RMX1992	1330
Xiaomi	220743FI	447
Mobicel	X9	30
OPPO	CPH2071	33
SHARP	SHV39	389
Symphony	Z72	84
samsung	SM-G988N	731
SHARP	SH-51A	332
Ulefone	Armor Pad 3 Pro	164
LGE	LM-V510N	303
ZIOVO	Z128_EEA	279
Mobicel	Mercury	69
DIGMA	CITI 1313C 4G CS1273PL	114
TECNO MOBILE	TECNO Mobile KI5q	311
vivo	V2503	18
samsung	SM-M566B	292
BLU	G93	12
DOOGEE	R10	67
Innovatech	S8	21
HONOR	TFY-AN00	5
Sony	XQ-BC52	121
incar	ADT1061_1	50
samsung	SM-T390	223
DEXP	D11	28
ShenZhen Electron Technology CO.,LTD	SmartTV	54
WALTON DIGI-TECH INDUSTRIES LIMITED	Orbit M20	32
samsung	SM-G991Q	7
SPA Condor Electronics	NOVA60	19
samsung	SAMSUNG-SM-N920A	14
X30	X30	2
Cat	S22 FLIP	23
samsung	SCV31	11
vivo	vivo 1850	11
CAMON 20 Pro Max	CAMON 20 Pro Max	8
realme	RMX3992	59
VZ-30	VZ-30	3
UNISOC	BS103	16
smartphone	RD11TE	19
smartphone	RD11XTE	7
incar	S8_Plus	4
CWOWDEFU	P12W_EEA	8
vivo	vivo Y12s	3
ACE France	BUZZ 7 Ultra	1
alps	Peekaboo Z11	1
TOPELOTEK	KIDS705	1
HUAWEI	KKG-AN00	1
CM822	CM822	2
incar	L8	1
Artel	Artel Tesla	2
realme	CPH2321	1
Xiaomi	23021RAA2Y	40283
samsung	SM-A057M	24184
realme	RMX3933	60389
realme	RMX3430	13692
OPPO	CPH2461	4948
realme	RMX3999	4863
vivo	vivo 1611	327
Amazon	KFQUWI	4284
OnePlus	CPH2487	13322
vivo	V2030	2972
TCL	T509A	509
vivo	V2002A	321
alps	K101	54
INFINIX MOBILITY LIMITED	Infinix X697	3287
Xiaomi	MI PAD 4	1066
Vortex	HD65_Select	15
HUAWEI	SCM-W09	535
vivo	V2324	1825
INFINIX	Infinix X6525D	887
KYOCERA	KYG03	445
Maxwest	Astro 55R	105
meizu	MEIZU Note21	204
OSCAL	Pad 16	552
HONOR	VNA-LX2	1985
TCL	5028A	147
LAVA	LAVA LEX402	408
TCL	5029F	5
Xiaomi	M2102K1G	353
SIYU	1013	102
HORIZON INDUSTRIES	SUN 1	49
TCL	9136R	292
LT_mobile	E13	49
Xiaomi	2201116SR	331
OPPO	OPD2201	1
HUAWEI	ELE-AL00	31
vivo	V2160	55
DIGMA_PRO	Pulse TA2D0P01	93
Premier Code (PRIVATE) LIMITED	DS-CL4 Pro	179
BLU	B3	50
samsung	SM-J610F	102
reeder	P13 Blue Max Pro	261
Vortex	ZG65H	28
VOVE	Camon 20	65
KODAK	D65LX	8
BMAX	I11_S	44
Mobicel	MX2 PLUS	30
HOTWAV	Cyber 15	84
ZUUM	STELLAR P5	24
clovertek	FTab	77
vivo	V2059A	4
samsung	SM-N920L	30
LENOVO	LIFETAB E1081X	21
LGE	LGMP260	24
hena	M16QF11AR	2
FIH	EABF22206A	6
ZUUM	Magno C Plus	1
Greatwall	Regal TAB 10.1	1
hena	smartboard_2	3
samsung	SM-F900U1	1
alps	A05_5G	1
Xiaomi	22101316G	23632
motorola	moto g(9) play	16809
samsung	SM-A750G	602
Xiaomi	M2007J22G	2798
SHARP	SHG12	733
TECNO	TECNO CK8n	2331
samsung	SM-S256VL	777
HUAWEI	JKM-LX1	9370
Xiaomi	M2007J20CI	1938
INFINIX MOBILITY LIMITED	Infinix X689B	1648
samsung	SCV41	1102
HUAWEI	STF-L09	3158
Xiaomi	2211133G	1449
Kinstone	KST102MF_ROW	97
TCL	T770B	411
HUAWEI	HLK-L42	282
INFINIX	Infinix X6739	928
incar	Kalix	44
LGE	LM-G710VM	62
FUJITSU	F-42A	505
Wainyok	P10X	37
HUAWEI	MAO-LX9N	1181
TECNO MOBILE LIMITED	TECNO CF7k	31
mid	T116	19
Innovatech	P8	86
Xwireless LLC	TAB8	79
Symphony	Z35	99
MAJESTIC	TAB_918_PRO_4G	8
Casper	VIA M30 Plus	26
DW	A21_PRO	81
samsung	SM-G8870	81
OTEETO	TAB16	119
EASYTECH	A15-2	116
10or	G	91
ZTE	ZTE 8010RU	109
WALTON	NEXG N71	57
TCL	4187M	15
samsung	GT-N8000	123
HUAWEI	BG2-W09	46
Quanta	QTASUN1	41
Teclast	P50Case	25
Sony	SOV35	5
HUAWEI	ALT-L29	70
sprd	Y108	15
Xiaomi	Redmi 4A	13
TELOX	TE620G	3
Mobiwire	Black G3	2
motorola	Lenovo K11 Power	8
Maxwest	ASTRO A66	10
VITEL	L651	5
BQru	BQ-1085L	6
Rizzen	S1	1
samsung	SM-A920F	9807
INFINIX MOBILITY LIMITED	Infinix X693	4323
ATMPC	IT-801B	1669
PRITOM	M10	1546
ZTE	Z2351N	453
HUAWEI	RNE-L21	3126
samsung	SM-E225F	5863
samsung	SM-N950U1	994
realme	RMX3501	15662
TECNO MOBILE LIMITED	TECNO BD4	1762
realme	RMX5078	2910
HUAWEI	HRY-LX1T	12434
HOTWAV	Note 12	612
Maxwest	NITRO_G55	6
UJJ	U8_US	601
Google	Pixel 3 XL	3235
motorola	moto g stylus (2023)	3468
HUAWEI	BAC-L21	192
TECNO MOBILE LIMITED	TECNO KG7	704
HXY	S19 Max Pro	1157
samsung	SM-J701F	5928
HUAWEI	COR-AL00	174
Xiaomi	22041219PG	1841
OPPO	CPH2135	1414
wheatek	WP9	216
TINNO	U680AC	158
incar	P11	332
OPPO	CPH1853	1217
Ulefone	Armor 21	168
alps	k62v1_64_bsp	50
vivo	V2036_21	241
Blackview	Tab 30 WiFi	138
Teclast	P40HD_ROW	339
OPPO	CPH2031	339
Hisilicon	hi352t	18
incar	PAD10	135
Sony	G8441	600
EVERCOSS	M55	20
wheatek	RT7 TITAN	168
OSCAL	Pad 5	127
HUAWEI	CTR-LX3	2
alps	SU24	16
T591	KIICAA POWER	41
samsung	SM-M205N	19
INOI	A181_Plus	85
DIGMA_PRO	Edge TA3E1M01	6
G-Tab	S50	27
ascon	AT14P464	34
IKU	X8	5
WO Pad Max	WO Pad Max	25
TECNO MOBILE LIMITED	TECNO KF6ks	12
MOBIWIRE	P510	1
PIXPEAK	U921-EEA	2
vivo	Y93	3
ZTE	NX701J	10
SHARP	SHV40_u	13
Welcome	A665L	2
LGE	LM-X210CM	1
samsung	SM-N910U	1
meizu	MEIZU 21	1
Xiaomi	23053RN02A	33166
motorola	moto g54 5G	54115
samsung	SM-A032M	20186
motorola	moto g power 5G - 2024	10628
TECNO	TECNO CK7n	11400
OPPO	CPH2481	9220
LAVA	LAVA LXX504	1224
abxylute	abxylute_one	155
HUAWEI	JDN2-L09	1278
Google	Pixel 2 XL	2209
samsung	SM-A505FM	5625
OSCAL	TIGER 12	144
samsung	SM-A115A	84
realme	RMX3265	1764
Blackview	Tab 11 SE	2183
samsung	SM-A536N	292
INONE	AEOP513	38
samsung	SM-A526U1	1181
Teclast	T40 Pro_ROW	796
OnePlus	CPH2663	1452
acer	P11-11_EEA	816
HISORL	P07Kids	3
TCL	T671G	52
Teclast	T65Max_EEA	439
Reliance Communications	RC10RLT-RW	52
TECNO	TECNO AD8	214
Sparx	Note 20	67
TCL	T766J	204
INOI	A180	69
HUAWEI	MED-LX9N	119
ITEL	itel A511LQ	97
incar	V-Z50	49
Coolpad	Coolpad_2041	32
Sederick	KT101	14
Adreamer	LeoPad 10X	19
Mobicel	Z3	3
CUBOT	KINGKONG 5 Pro	22
HUAWEI	AGS6-W00	21
revoview	IMO Q5	13
ZTE	ZTE A2020N3 Pro	20
Lenovo	601LV	10
mipo	mipo_M59	2
Fivahiva	YY_766A	8
Sony	G3312	10
TEM	S501plus-Z	6
HONOR	BRP-AN80	21
alps	YMP-A1	11
vivo	vivo NEX A	5
HUAWEI	ALN-AL80	2
Q8C6	Q8C6	1
UMAX	10T-LTE	1
samsung	SM-J320F	1
samsung	SM-A045M	14918
samsung	SM-A146U1	2752
Coosea	SN339D	1168
samsung	SM-A226BR	11173
samsung	SM-T860	3680
samsung	SM-M105F	1001
Xiaomi	Redmi 7A	1441
Blackview	A52 Pro(6+128GB)	24
Coosea	SL219C	756
samsung	SM-S9280	650
OPPO	CPH2519	780
LGE	LM-K510	1967
realme	RMX2155	1331
vivo	V2166	339
SKY DEVICES	SKY PAD8PRO	35
iGET	SMART L30	52
LGE	LM-G900TM	418
samsung	SCV43-u	152
LOGICOM	FLOW	17
LGE	LG-H870DS	77
samsung	SM-T350	47
Sony	XQ-AT51	287
Realme	RMX1833	131
samsung	SM-A2070	26
incar	Tab1	1
samsung	SM-T825Y	33
Vortex	ZG65 Pro	9
SEN_1055_ARM	SEN_1055_ARM	6
FEONAL	M820-EEA	150
TECNO	TECNO BF7s	34
vivo	V2282A	24
Nodizz	Npad15	24
meizu	meizu 17 Pro	3
Cat	S52	26
WO 8	WO 8	2
OPPO	PCLM50	3
Ulefone	Note 18 Ultra	5
Unihertz	Atom_L	1
Kruger_Matz	FLOW 11	6
PCBOX	PCB-T105	10
Punos	XR10 Tablet	4
HTC	HTC Desire 10 pro	2
Skyth	PROSAT_ULTRA	2
HONOR	RMO-NX1	26148
motorola	motorola edge 30	4183
OPPO	CPH2219	18179
Xiaomi	24117RN76O	19848
HUAWEI	SNE-LX1	9257
OPPO	OPG02	3796
OPPO	CPH2625	9240
TECNO	TECNO CK6n	9125
motorola	moto g82 5G	5647
realme	RMX2151	9184
vivo	vivo 1904	1169
HMD Global	Nokia C210	231
N-one	Npadplus	133
HUAWEI	ANE-LX1	9708
realme	RMX5051	2675
samsung	SM-N9750	1121
LENOVO	TB520FU	274
TECNO	TECNO T1101	2783
realme	RMX3770	11
INFINIX	Infinix X666	465
okayseamedia	TK708_EEA	55
TECNO MOBILE LIMITED	TECNO LE6h	987
ITEL	itel P666L	714
Xiaomi	2405CRPFDL	510
samsung	SM-A037U1	223
AllCall	Magic 15	245
samsung	SM-A226L	475
TCL	T510D	22
incar	M10_R02	740
HONOR	ELP-AN00	104
CMDC	SP200	95
sprd	ums512_1h10_Natv	164
TCL	5059Z	1
samsung	SM-G977U	25
incar	U221-EEA	17
TCL	T810H	184
OnePlus	PHP110	63
MAXRON	MXULTRA	3
IMG	APEX_5G	71
NEC	LAVIE Tab 102K1	196
Vantop	S30	86
General Mobile	GM 9 Plus	18
Hyundai	HT10LB3MBKWW	90
WALTON	NEXG N27	81
HUAWEI	NEM-L51	8
HUAWEI	KOB2K-W09	19
ZTE	ZTE A7020	5
alps	16_Pro_Max	1
incar	T84G	42
XGODY	Q16	1
16 promax	16 promax	2
Tab 17 Pro	Tab 17 Pro	31
MODIO	M39	20
HENA	Qtab10Plus	3
Thomson	Origin_1010	12
A20 PRO	A20 PRO	11
TECNO MOBILE LIMITED	TECNO CC9	4
ETELPREMIUM	E65	1
OPPO	CPH1909	15358
PA15	PA15	641
samsung	SM-A305F	13728
samsung	SM-G990U1	2292
samsung	SM-F711B	6668
OPPO	CPH2639	13364
OMIX	X600	1002
realme	RMX1971	6463
samsung	SM-A066B	6721
samsung	SM-A236U	2588
Realme	RMX1825	1418
OPPO	CPH2061	6136
TECNO MOBILE LIMITED	TECNO BB4k	1018
SHARP	SHG09	325
Xiaomi	24074RPD2G	2649
realme	RMX3844	1911
samsung	SCG15	649
vivo	V2041	2380
incar	ZC-P95	113
JUSYEA	J6_EEA	50
samsung	SC-52E	143
wheatek	RT1	124
Sony	XQ-CC54	445
incar	T10	215
TCL	8491X_EEA	417
BYYBUO_SmartPad_T10	BYYBUO_SmartPad_T10	142
HMD Global	Nokia C10	61
HUAWEI	MHA-L09	272
HOTWAV	Note 13 Pro	56
samsung	SM-G920W8	174
UMIDIGI	RP08	97
Benton	XB-T11i	220
Xiaomi	Mi MIX 2S	784
HMD Global	HMD Skyline	260
Contixo	V8	62
HENA	M11QF8	36
OUKITEL	C61	168
vivo	vivo Z1	82
hoco.	A8	267
vivo	V2145A	34
incar	Tablet_Kids_Pro	27
Pad_6_Pro	Pad_6_Pro	8
M9-4	M9-4	104
DIGMA	Optima 10 X702 4G TS1228PL	122
DMOAO	D5_US	6
SHARP	SH-52C	23
vsmart	Active 1	35
motorola	motorola razr	6
HUAWEI	LDN-TL10	9
ZTE	Nubia N40	6
OALE	CUD GO 2024	27
TAB910	TAB910	6
Skyth	Q3-EEA	51
alps	Mil10	12
alps	XS18_Pro_Max	7
Foxx	V8	2
alps	B88	4
Casper	VIA_A3	3
H13	H13	1
redbeat	D5	1
SmartPhone	A083	1
manufacturer	ZLP35_JFT10	2
samsung	SM-J250G	1
Haier	Titan_T5	1
iBrit	Cube10	1
Xiaomi	23028RNCAG	26387
samsung	SM-N920C	727
vivo	V2311	13964
Xiaomi	2302EPCC4I	6155
OUKITEL	WP21 Ultra	149
realme	RMX3241	10603
samsung	SC-01L	1090
OPPO	PGBM10	7
Xiaomi	22041219C	1328
vivo	I2207	1360
TCL	9295G_RU	252
samsung	SM-A546V	1058
TCL	T510SP	128
Mobicel	P11 Plus	36
i5	10080	110
samsung	SM-F7210	267
Chinoe	P13 Blue Max Pro 256 GB	482
motorola	motorola razr 40s	109
Cuiud	P60X	58
TCL	6025D	27
WALTON	XANON X91	6
TECNO MOBILE LIMITED	TECNO CH6	45
Maxwest	Nitro 55A	16
samsung	SM-J737T	57
HUAWEI	AKA-L29	1049
XSD	Pad7S	26
Chinoe	P13 Blue Max 128 GB	80
samsung	SM-T387T	12
TCL	T521D	28
OTEETO	TAB11	279
Amlogic	soddy	8
LAVA	T81N_3U	120
Azeyou	Tab6	18
INFINIX	Infinix X6819	45
Zebra Technologies	TC15	9
CWOWDEFU	C86W_EEA	4
asus	ASUS_X00TDA	5
OUKITEL	WP33 Pro	9
HUAWEI	HRY-AL00a	3
Kiddoboo	KB102	9
Pad7SPro	Pad7SPro	1
alps	Oilsky M508	2
HUAWEI	ADA-AL00	1
reeder	P13_Blue_Max	32
OPPO	CPH1937	15499
Xiaomi	22101320G	14841
HMD Global	Nokia C32	1671
motorola	motorola razr 2024	5290
Xiaomi	24069PC21G	4673
samsung	SM-M156S	2362
vivo	vivo 1716	678
realme	RMX3761	9439
lava	LE000Z93P	28
OPPO	CPH1729	3568
Dialn	Neo	215
LAVA	LAVA LXX503	1718
Xiaomi	M2011K2C	1579
nubia	NX659J	246
AWOW	Funtab_1003_US	188
CHUWI	ETPad	157
LGE	LM-G710	1209
samsung	SM-A515U	928
vivo	V2053	402
HUAWEI	CMR-AL19	350
OSCAL	Pad 70	246
OUKITEL	WP35	159
samsung	SM-A356N	185
NewBridge	NBTB102	54
DEXP	K41	438
lephone	MLT181101	20
TENCH	ADVAN TAB A10	98
WIKO	T60	189
bobarry-14pro	bobarry-14pro	8
INFINIX	Infinix X6856	96
Sky Devices	SKY PAD8	316
SIGMA_MOBILE	X-TREME PQ39	39
Skyth	A9_EEA	12
FOSSiBOT	TabA9	22
asus	ASUS_Z017D	22
BYYBUO	BYYBUO_SmartPad_T10	3
XMOBILE	X10Max	10
LAVA	T81N_UP	74
alps	M108	2
Sony	XQ-AU51	65
FIH	EC211002	27
FCC	S600	1
EagleSoar	EE-35_EEA	22
asus	ASUS_I001DC	49
samsung	SM-G550FY	8
UMIDIGI	UMIDIGI Note 90A	4
Smart Products Connection SA	GRAVITY	12
IKU	A10s	11
XGODY	V80H	4
KGTEL	Nova_10_Pro_4G	2
Microsoft	Surface Duo 2	1
wheatek	Strong Tablet P15000 Pro	1
Google	Pixel 6 Pro	5577
ZTE	ZTE A7030	998
BLU	M10L Pro	694
Sony	SOV41	1164
samsung	SM-T575	3924
OPPO	CPH1725	628
samsung	SM-S936N	379
OnePlus	BE2015	459
HUAWEI	CTR-LX2	444
wheatek	F101	435
LENOVO	801LV	1098
SHARP	SHG08	33
Acer	Acer One 8 T9-422L	171
ZTE	ZTE 9000	196
SHARP	SHG07	590
TCL	5102L	31
vivo	V1990A	86
Sony	SOG06	454
HONOR	ALI-AN00	440
HONOR	ROL-W00	1243
NUU	S6512L	15
Xiaomi	2107113SR	730
Android	Pad6Max	12
samsung	SM-A310F	451
Teclast	M40Pro_RUS	771
PEAQ	PET 101-H232E	12
Xiaomi	220733SPI	227
HUAWEI	FRD-L19	186
OnePlus	CPH2611	63
OUKITEL	WP23 Pro	559
Infinix	Infinix X6511B	70
Android	SLV10	3
Shenzhen Skyth-tek Science and Technology Development Co.,Ltd	Gama 64GB	38
Unihertz	Jelly Star	272
Google	Pixel Fold	342
DEERTiME	E15_EEA	147
vivo	V2034	57
Ulefone	Note 9P	18
vivo	vivo 1610	6
ANT DAO TECHNOLOGY LIMITED	Raptor	16
samsung	SM-F900F	44
vivo	vivo 1725	60
HXY	RP05	20
Xiaomi	22081283C	1
alps	E1035	1
DOOGEE	T30Ultra	16
realme	RMX3512	13
SPA Condor Electronics	MATE 70	7
mPTech	Hammer_Energy_2_2022	1
S5-1	S5-1	2
Pad 5	Pad 5	2
motorola	moto g85 5G	28080
incar	T104_64GB	134
HONOR	BRP-NX1M	3271
OPPO	CPH2113	6206
motorola	moto g(8) power lite	3132
vivo	V2446	1141
samsung	SM-J730G	1323
Teclast	T40 PRO_ROW	244
Sony	SO-52C	1582
samsung	SM-A526U	2764
LENOVO	Lenovo TB-X505X	946
incar	P63	53
Ulefone	Power Armor 13	451
Siragon	SP_7250	73
JREN	JR-802	1
Kiddoboo	KB101B	1378
Sony	J3273	7
LAVA	LAVA LZG403 225	139
F11	F11	92
HUAWEI	FGD-AL00	72
Google	Pixel XL	65
SHARP	SH-03J	304
SKY_Devices	SKY Pad10	110
Hisense	Hisense E70	200
SVITOO	P13	18
IMG	STYLO SONIC	73
STYLO	DVK82 Mercury	2
DHI	S_TAB	60
Allwinner	K10	16
samsung	SCV39	102
OBLUE	TANK 2 PRO	145
WINTOUCH	A20K	47
alps	G5	35
realme	RMX3493	54
PRITOM	M10_C01_EEA	32
samsung	SM-G900F	13
CUBOT	TAB 40	20
SMART	U1	18
Xiaomi	Redmi Note 10	4
Lenovo	Lenovo TB-J616F	1
itel	itel A509WP	23
Fplus	T800	7
Sony	Xperia XZ2	6
